,Country,Country code,Job,Currency Notation,Avg. salary,Min. salary,Max. salary,Cities,Variation,Male percent,Female percent,Skills in demand,convert,Avg. salary (USD),Max. salary (USD),Min. salary (USD)
749,SWITZERLAND,CH,Software_Engineer, Fr.,95335.0,58000.0,127000.0,SWITZERLAND,0,93.5%,6.5%,"['SQL', 'Java', 'C++ Programming Language', '.NET', 'Linux', 'Java/J2EE', 'C Programming Language', 'Python', 'HTML', 'JavaScript']",1.1,104868.50000000001,139700.0,63800.00000000001
750,SWITZERLAND,CH,Primary_School_Teacher, Fr.,61208.0,40000.0,93000.0,SWITZERLAND,0,14.3%,85.7%,"['Childhood Education', 'English Language']",1.1,67328.8,102300.00000000001,44000.0
751,SWITZERLAND,CH,Secondary_School_Teacher, Fr.,76437.0,29000.0,113000.0,SWITZERLAND,0,50%,50%,"['Curriculum Planning', 'Subject Matter Expert', 'English Language']",1.1,84080.70000000001,124300.00000000001,31900.000000000004
752,SWITZERLAND,CH,High_School_Teacher, Fr.,75641.0,100.0,112000.0,SWITZERLAND,0,25%,75%,['English Language'],1.1,83205.1,123200.00000000001,110.00000000000001
753,SWITZERLAND,CH,Accountant, Fr.,76993.0,41000.0,101000.0,SWITZERLAND,0,34.2%,65.8%,"['SAP Financial Accounting and Controlling (SAP FICO)', 'Accounts Receivable', 'Microsoft Excel', 'Bookkeeping', 'Financial Analysis', 'Financial Reporting', 'Accounting', 'Accounts Payable']",1.1,84692.3,111100.00000000001,45100.00000000001
754,SWITZERLAND,CH,Finance_Manager, Fr.,128620.0,99000.0,161000.0,SWITZERLAND,0,69.1%,30.9%,"['SAP Financial Accounting and Controlling (SAP FICO)', 'Forecasting', 'Financial Modeling', 'Financial Analysis', 'Financial Reporting', 'Microsoft Excel', 'Budgeting', 'Microsoft Office']",1.1,141482.0,177100.0,108900.00000000001
755,SWITZERLAND,CH,Chartered_Accountant, Fr.,120000.0,50000.0,153000.0,SWITZERLAND,0,100%,0,[],1.1,132000.0,168300.0,55000.00000000001
756,SWITZERLAND,CH,Financial_Analyst, Fr.,87607.0,59000.0,121000.0,SWITZERLAND,0,60.4%,39.6%,"['Accounting', 'Forecasting', 'Financial Modeling', 'Financial Analysis', 'Microsoft Excel', 'Financial Reporting', 'Data Analysis']",1.1,96367.70000000001,133100.0,64900.00000000001
757,SWITZERLAND,CH,Design_Architect, Fr.,63053.0,25000.0,92000.0,SWITZERLAND,0,68.8%,31.3%,"['Design', 'Microsoft Office', 'Microsoft Word', 'Autodesk Revit Architecture', 'Autodesk AutoCAD', 'Graphic Design', 'Adobe Photoshop', 'GRAPHISOFT ArchiCAD']",1.1,69358.3,101200.00000000001,27500.000000000004
758,SWITZERLAND,CH,Environmental_Engineer, Fr.,75150.0,83.0,98000.0,SWITZERLAND,0,50%,50%,[],1.1,82665.0,107800.00000000001,91.30000000000001
759,SWITZERLAND,CH,Professor%2C_Postsecondary_%2F_Higher_Education, Fr.,150000.0,100000.0,189000.0,SWITZERLAND,0,50%,0,[],1.1,165000.0,207900.00000000003,110000.00000000001
760,SWITZERLAND,CH,Associate_Professor%2C_Postsecondary_%2F_Higher_Education, Fr.,115039.0,95000.0,145000.0,SWITZERLAND,0,100%,0,[],1.1,126542.90000000001,159500.0,104500.00000000001
761,SWITZERLAND,CH,Network_Engineer, Fr.,93829.0,40000.0,134000.0,SWITZERLAND,0,94.1%,5.9%,"['Network Architecture / Design', 'Network Management / Administration', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Switching and Routing', 'Network Support']",1.1,103211.90000000001,147400.0,44000.0
762,SWITZERLAND,CH,Database_Administrator_(DBA), Fr.,112492.0,50000.0,144000.0,SWITZERLAND,0,100%,0,"['Database Administration', 'Microsoft SQL Server', 'Oracle']",1.1,123741.20000000001,158400.0,55000.00000000001
763,SWITZERLAND,CH,Data_Engineer, Fr.,98495.0,64000.0,138000.0,SWITZERLAND,0,70%,30%,"['ETL (Extract, transform, load)', 'Apache Spark', 'Python', 'SQL']",1.1,108344.50000000001,151800.0,70400.0
764,SWITZERLAND,CH,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software), Fr.,85221.0,51000.0,109000.0,SWITZERLAND,0,42.1%,57.9%,"['Selenium Automated Test Tool', 'Test Automation', 'Java', 'SQL', 'Regression Testing', 'System Testing', 'Software Test', 'Test Planning']",1.1,93743.1,119900.00000000001,56100.00000000001
765,SWITZERLAND,CH,Lead_Software_Engineer, Fr.,117501.0,60000.0,151000.0,SWITZERLAND,0,100%,0,"['Software Development', 'C# Programming Language', 'Software Architecture', 'Python']",1.1,129251.1,166100.0,66000.0
766,SWITZERLAND,CH,Web_Developer, Fr.,63030.0,18000.0,105000.0,SWITZERLAND,0,92.3%,7.7%,"['jQuery', 'Angular.js', 'React.js', 'HTML', 'Cascading Style Sheets (CSS)', 'Web Development', 'JavaScript', 'HTML5', 'PHP', 'Java']",1.1,69333.0,115500.00000000001,19800.0
767,SWITZERLAND,CH,Front_End_Developer_%2F_Engineer, Fr.,80563.0,48000.0,116000.0,SWITZERLAND,0,80%,20%,"['Node.js', 'React.js', 'Web Development', 'HTML5', 'Cascading Style Sheets (CSS)', 'HTML', 'Angular.js']",1.1,88619.3,127600.00000000001,52800.00000000001
768,SWITZERLAND,CH,.NET_Software_Developer_%2F_Programmer, Fr.,81080.0,14000.0,112000.0,SWITZERLAND,0,83.3%,16.7%,"['.NET', 'C# Programming Language', 'ASP.NET Framework', 'SQL', 'Microsoft SQL Server']",1.1,89188.0,123200.00000000001,15400.000000000002
769,SWITZERLAND,CH,Project_Manager%2C_Information_Technology_(IT), Fr.,112866.0,74000.0,148000.0,SWITZERLAND,0,72.5%,25.5%,"['Salesforce', 'Java', 'Microsoft Excel', 'Microsoft Project', 'Project Management', 'Project Coordinating', 'Information Technology Infrastructure Library (ITIL)', 'Microsoft Office', 'Agile Software Development', 'Business Analysis']",1.1,124152.6,162800.0,81400.0
770,SWITZERLAND,CH,Senior_Project_Manager%2C_IT, Fr.,134048.0,80000.0,175000.0,SWITZERLAND,0,88.2%,11.8%,"['Strategic Project Management', 'Program Management', 'Agile Software Development', 'IT Management']",1.1,147452.80000000002,192500.00000000003,88000.0
771,SWITZERLAND,CH,Java_Developer, Fr.,89532.0,31000.0,121000.0,SWITZERLAND,0,100%,0,"['JavaScript', 'SQL', 'Java', 'RESTful Web Services', 'Java/J2EE', 'Spring']",1.1,98485.20000000001,133100.0,34100.0
772,SWITZERLAND,CH,Senior_Java_Developer, Fr.,112690.0,121.0,135000.0,SWITZERLAND,0,84.2%,10.5%,"['Hibernate', 'Java/J2EE', 'Java', 'Spring', 'RESTful Web Services']",1.1,123959.00000000001,148500.0,133.10000000000002
773,SWITZERLAND,CH,Senior_Java_Developer, Fr.,112690.0,121.0,135000.0,SWITZERLAND,0,84.2%,10.5%,"['Hibernate', 'Java/J2EE', 'Java', 'Spring', 'RESTful Web Services']",1.1,123959.00000000001,148500.0,133.10000000000002
774,SWITZERLAND,CH,Business_Intelligence_(BI)_Developer, Fr.,96461.0,67000.0,138000.0,SWITZERLAND,0,66.7%,33.3%,"['SQL', 'Data Warehouse', 'Business Intelligence']",1.1,106107.1,151800.0,73700.0
775,SWITZERLAND,CH,iOS_Developer, Fr.,93720.0,30000.0,114000.0,SWITZERLAND,0,88.9%,11.1%,"['Objective-C', 'iOS', 'Swift Programming Language']",1.1,103092.00000000001,125400.00000000001,33000.0
776,SWITZERLAND,CH,Cyber_Security_Analyst, Fr.,98264.0,42000.0,140000.0,SWITZERLAND,0,100%,0,[],1.1,108090.40000000001,154000.0,46200.00000000001
777,SWITZERLAND,CH,Application_Developer, Fr.,73784.0,11000.0,126000.0,SWITZERLAND,0,100%,0,"['Java', 'JavaScript']",1.1,81162.40000000001,138600.0,12100.000000000002
778,SWITZERLAND,CH,Web_Designer_%26_Developer, Fr.,117916.0,0.0,0.0,SWITZERLAND,0,80%,20%,[],1.1,129707.6,0.0,0.0
779,SWITZERLAND,CH,ScrumMaster, Fr.,109545.0,63000.0,145000.0,SWITZERLAND,0,75%,25%,"['JIRA', 'ScrumMaster', 'Agile Software Development', 'Scrum']",1.1,120499.50000000001,159500.0,69300.0
780,SWITZERLAND,CH,Telecommunications_Engineer, Fr.,95330.0,86000.0,103000.0,SWITZERLAND,0,66.7%,33.3%,[],1.1,104863.00000000001,113300.00000000001,94600.00000000001
781,UNITED KINGDOMS,UK,Assistant_General_Manager_(AGM),£,23376.0,18000.0,35000.0,"London, England: London",+16%,64.6%,35.4%,"['Leadership', 'Operations Management', 'Budget Management', 'Profit & Loss (P&L) Statements', 'People Management', 'Training', 'Team Leadership', 'Customer Service', 'Inventory Management']",1.28,29921.28,44800.0,23040.0
782,UNITED KINGDOMS,UK,Assistant_General_Manager_(AGM),£,23376.0,18000.0,35000.0,"London, England",+1%,64.6%,35.4%,"['Leadership', 'Operations Management', 'Budget Management', 'Profit & Loss (P&L) Statements', 'People Management', 'Training', 'Team Leadership', 'Customer Service', 'Inventory Management']",1.28,29921.28,44800.0,23040.0
783,UNITED KINGDOMS,UK,Assistant_General_Manager_(AGM),£,23376.0,18000.0,35000.0,"Manchester, England: Manchester",-4%,64.6%,35.4%,"['Leadership', 'Operations Management', 'Budget Management', 'Profit & Loss (P&L) Statements', 'People Management', 'Training', 'Team Leadership', 'Customer Service', 'Inventory Management']",1.28,29921.28,44800.0,23040.0
784,UNITED KINGDOMS,UK,Assistant_General_Manager_(AGM),£,23376.0,18000.0,35000.0,"Bristol, England: Bristol",-8%,64.6%,35.4%,"['Leadership', 'Operations Management', 'Budget Management', 'Profit & Loss (P&L) Statements', 'People Management', 'Training', 'Team Leadership', 'Customer Service', 'Inventory Management']",1.28,29921.28,44800.0,23040.0
785,UNITED KINGDOMS,UK,Data_Scientist,£,40181.0,27000.0,60000.0,"London, England",+15%,78.2%,21.6%,"['Deep Learning', 'Natural Language Processing (NLP)', 'Apache Spark', 'Python', 'Machine Learning', 'Big Data Analytics', 'Statistical Analysis', 'SQL', 'Data Analysis', 'R']",1.28,51431.68,76800.0,34560.0
786,UNITED KINGDOMS,UK,Data_Scientist,£,40181.0,27000.0,60000.0,"London, England: London",+10%,78.2%,21.6%,"['Deep Learning', 'Natural Language Processing (NLP)', 'Apache Spark', 'Python', 'Machine Learning', 'Big Data Analytics', 'Statistical Analysis', 'SQL', 'Data Analysis', 'R']",1.28,51431.68,76800.0,34560.0
787,UNITED KINGDOMS,UK,Data_Scientist,£,40181.0,27000.0,60000.0,"Cambridge, England: Cambridgeshire",+1%,78.2%,21.6%,"['Deep Learning', 'Natural Language Processing (NLP)', 'Apache Spark', 'Python', 'Machine Learning', 'Big Data Analytics', 'Statistical Analysis', 'SQL', 'Data Analysis', 'R']",1.28,51431.68,76800.0,34560.0
788,UNITED KINGDOMS,UK,Data_Scientist,£,40181.0,27000.0,60000.0,"Edinburgh, Scotland: Edinburgh",-3%,78.2%,21.6%,"['Deep Learning', 'Natural Language Processing (NLP)', 'Apache Spark', 'Python', 'Machine Learning', 'Big Data Analytics', 'Statistical Analysis', 'SQL', 'Data Analysis', 'R']",1.28,51431.68,76800.0,34560.0
789,UNITED KINGDOMS,UK,Data_Scientist,£,40181.0,27000.0,60000.0,"Oxford, England: Oxfordshire",-12%,78.2%,21.6%,"['Deep Learning', 'Natural Language Processing (NLP)', 'Apache Spark', 'Python', 'Machine Learning', 'Big Data Analytics', 'Statistical Analysis', 'SQL', 'Data Analysis', 'R']",1.28,51431.68,76800.0,34560.0
790,UNITED KINGDOMS,UK,Data_Scientist,£,40181.0,27000.0,60000.0,"Bristol, England: Bristol",-16%,78.2%,21.6%,"['Deep Learning', 'Natural Language Processing (NLP)', 'Apache Spark', 'Python', 'Machine Learning', 'Big Data Analytics', 'Statistical Analysis', 'SQL', 'Data Analysis', 'R']",1.28,51431.68,76800.0,34560.0
791,UNITED KINGDOMS,UK,Data_Scientist,£,40181.0,27000.0,60000.0,"Manchester, England: Manchester",-18%,78.2%,21.6%,"['Deep Learning', 'Natural Language Processing (NLP)', 'Apache Spark', 'Python', 'Machine Learning', 'Big Data Analytics', 'Statistical Analysis', 'SQL', 'Data Analysis', 'R']",1.28,51431.68,76800.0,34560.0
792,UNITED KINGDOMS,UK,Software_Engineer,£,37043.0,25000.0,61000.0,"London, England: London",+26%,89.6%,9.9%,"['React.js', 'Python', 'Java', 'JavaScript', 'C++ Programming Language', 'SQL', 'Linux', 'C Programming Language', '.NET', 'C# Programming Language']",1.28,47415.04,78080.0,32000.0
793,UNITED KINGDOMS,UK,Software_Engineer,£,37043.0,25000.0,61000.0,"Cambridge, England: Cambridgeshire",+3%,89.6%,9.9%,"['React.js', 'Python', 'Java', 'JavaScript', 'C++ Programming Language', 'SQL', 'Linux', 'C Programming Language', '.NET', 'C# Programming Language']",1.28,47415.04,78080.0,32000.0
794,UNITED KINGDOMS,UK,Software_Engineer,£,37043.0,25000.0,61000.0,"Glasgow, Scotland: Glasgow",-6%,89.6%,9.9%,"['React.js', 'Python', 'Java', 'JavaScript', 'C++ Programming Language', 'SQL', 'Linux', 'C Programming Language', '.NET', 'C# Programming Language']",1.28,47415.04,78080.0,32000.0
795,UNITED KINGDOMS,UK,Software_Engineer,£,37043.0,25000.0,61000.0,"Edinburgh, Scotland: Edinburgh",-7%,89.6%,9.9%,"['React.js', 'Python', 'Java', 'JavaScript', 'C++ Programming Language', 'SQL', 'Linux', 'C Programming Language', '.NET', 'C# Programming Language']",1.28,47415.04,78080.0,32000.0
796,UNITED KINGDOMS,UK,Software_Engineer,£,37043.0,25000.0,61000.0,"Bristol, England: Bristol",-7%,89.6%,9.9%,"['React.js', 'Python', 'Java', 'JavaScript', 'C++ Programming Language', 'SQL', 'Linux', 'C Programming Language', '.NET', 'C# Programming Language']",1.28,47415.04,78080.0,32000.0
797,UNITED KINGDOMS,UK,Software_Engineer,£,37043.0,25000.0,61000.0,"Manchester, England: Manchester",-12%,89.6%,9.9%,"['React.js', 'Python', 'Java', 'JavaScript', 'C++ Programming Language', 'SQL', 'Linux', 'C Programming Language', '.NET', 'C# Programming Language']",1.28,47415.04,78080.0,32000.0
798,UNITED KINGDOMS,UK,Software_Engineer,£,37043.0,25000.0,61000.0,"Belfast, Northern Ireland: Belfast",-20%,89.6%,9.9%,"['React.js', 'Python', 'Java', 'JavaScript', 'C++ Programming Language', 'SQL', 'Linux', 'C Programming Language', '.NET', 'C# Programming Language']",1.28,47415.04,78080.0,32000.0
799,UNITED KINGDOMS,UK,Primary_School_Teacher,£,26421.0,21000.0,37000.0,"London, England: London",+14%,23.2%,76.8%,"['Leadership', 'Mentoring', 'Team Leadership', 'Team Management', 'Curriculum Planning', 'Organizing', 'Mathematica', 'Childhood Education', 'English Language', 'Activities for Children']",1.28,33818.88,47360.0,26880.0
800,UNITED KINGDOMS,UK,Primary_School_Teacher,£,26421.0,21000.0,37000.0,"Newcastle-upon-Tyne, England: Tyne and Wear",-2%,23.2%,76.8%,"['Leadership', 'Mentoring', 'Team Leadership', 'Team Management', 'Curriculum Planning', 'Organizing', 'Mathematica', 'Childhood Education', 'English Language', 'Activities for Children']",1.28,33818.88,47360.0,26880.0
801,UNITED KINGDOMS,UK,Primary_School_Teacher,£,26421.0,21000.0,37000.0,"Birmingham, England: Birmingham",-3%,23.2%,76.8%,"['Leadership', 'Mentoring', 'Team Leadership', 'Team Management', 'Curriculum Planning', 'Organizing', 'Mathematica', 'Childhood Education', 'English Language', 'Activities for Children']",1.28,33818.88,47360.0,26880.0
802,UNITED KINGDOMS,UK,Primary_School_Teacher,£,26421.0,21000.0,37000.0,"Manchester, England: Manchester",-5%,23.2%,76.8%,"['Leadership', 'Mentoring', 'Team Leadership', 'Team Management', 'Curriculum Planning', 'Organizing', 'Mathematica', 'Childhood Education', 'English Language', 'Activities for Children']",1.28,33818.88,47360.0,26880.0
803,UNITED KINGDOMS,UK,Primary_School_Teacher,£,26421.0,21000.0,37000.0,"Liverpool, England: Liverpool",-6%,23.2%,76.8%,"['Leadership', 'Mentoring', 'Team Leadership', 'Team Management', 'Curriculum Planning', 'Organizing', 'Mathematica', 'Childhood Education', 'English Language', 'Activities for Children']",1.28,33818.88,47360.0,26880.0
804,UNITED KINGDOMS,UK,Primary_School_Teacher,£,26421.0,21000.0,37000.0,"Nottingham, England: Nottinghamshire",-6%,23.2%,76.8%,"['Leadership', 'Mentoring', 'Team Leadership', 'Team Management', 'Curriculum Planning', 'Organizing', 'Mathematica', 'Childhood Education', 'English Language', 'Activities for Children']",1.28,33818.88,47360.0,26880.0
805,UNITED KINGDOMS,UK,Primary_School_Teacher,£,26421.0,21000.0,37000.0,"Birmingham, England: West Midlands",-10%,23.2%,76.8%,"['Leadership', 'Mentoring', 'Team Leadership', 'Team Management', 'Curriculum Planning', 'Organizing', 'Mathematica', 'Childhood Education', 'English Language', 'Activities for Children']",1.28,33818.88,47360.0,26880.0
806,UNITED KINGDOMS,UK,Secondary_School_Teacher,£,29616.0,22000.0,43000.0,"London, England",+15%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']",1.28,37908.48,55040.0,28160.0
807,UNITED KINGDOMS,UK,Secondary_School_Teacher,£,29616.0,22000.0,43000.0,"London, England: London",+8%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']",1.28,37908.48,55040.0,28160.0
808,UNITED KINGDOMS,UK,Secondary_School_Teacher,£,29616.0,22000.0,43000.0,"Manchester, England: Manchester",+3%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']",1.28,37908.48,55040.0,28160.0
809,UNITED KINGDOMS,UK,Secondary_School_Teacher,£,29616.0,22000.0,43000.0,"Birmingham, England: Birmingham",-1%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']",1.28,37908.48,55040.0,28160.0
810,UNITED KINGDOMS,UK,Secondary_School_Teacher,£,29616.0,22000.0,43000.0,"Birmingham, England: West Midlands",-7%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']",1.28,37908.48,55040.0,28160.0
811,UNITED KINGDOMS,UK,Secondary_School_Teacher,£,29616.0,22000.0,43000.0,"Cambridge, England: Cambridgeshire",-7%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']",1.28,37908.48,55040.0,28160.0
812,UNITED KINGDOMS,UK,Secondary_School_Teacher,£,29616.0,22000.0,43000.0,"Bristol, England: Bristol",-14%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']",1.28,37908.48,55040.0,28160.0
813,UNITED KINGDOMS,UK,High_School_Teacher,£,29133.0,21000.0,41000.0,"Belfast, Northern Ireland: Belfast",+25%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']",1.28,37290.24,52480.0,26880.0
814,UNITED KINGDOMS,UK,High_School_Teacher,£,29133.0,21000.0,41000.0,"Glasgow, Scotland: Glasgow",+25%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']",1.28,37290.24,52480.0,26880.0
815,UNITED KINGDOMS,UK,High_School_Teacher,£,29133.0,21000.0,41000.0,"London, England: London",+5%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']",1.28,37290.24,52480.0,26880.0
816,UNITED KINGDOMS,UK,High_School_Teacher,£,29133.0,21000.0,41000.0,"Birmingham, England: Birmingham",-1%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']",1.28,37290.24,52480.0,26880.0
817,UNITED KINGDOMS,UK,High_School_Teacher,£,29133.0,21000.0,41000.0,"Manchester, England: Manchester",-4%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']",1.28,37290.24,52480.0,26880.0
818,UNITED KINGDOMS,UK,High_School_Teacher,£,29133.0,21000.0,41000.0,"Leeds, England: Leeds",-12%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']",1.28,37290.24,52480.0,26880.0
819,UNITED KINGDOMS,UK,High_School_Teacher,£,29133.0,21000.0,41000.0,"Cardiff, Wales: Cardiff",-14%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']",1.28,37290.24,52480.0,26880.0
820,UNITED KINGDOMS,UK,Accountant,£,29369.0,18000.0,48000.0,"Belfast, Northern Ireland: Belfast",+19%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']",1.28,37592.32,61440.0,23040.0
821,UNITED KINGDOMS,UK,Accountant,£,29369.0,18000.0,48000.0,"London, England: London",+17%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']",1.28,37592.32,61440.0,23040.0
822,UNITED KINGDOMS,UK,Accountant,£,29369.0,18000.0,48000.0,"Glasgow, Scotland: Glasgow",+2%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']",1.28,37592.32,61440.0,23040.0
823,UNITED KINGDOMS,UK,Accountant,£,29369.0,18000.0,48000.0,"Bristol, England: Bristol",-2%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']",1.28,37592.32,61440.0,23040.0
824,UNITED KINGDOMS,UK,Accountant,£,29369.0,18000.0,48000.0,"Manchester, England: Manchester",-5%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']",1.28,37592.32,61440.0,23040.0
825,UNITED KINGDOMS,UK,Accountant,£,29369.0,18000.0,48000.0,"Birmingham, England: Birmingham",-5%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']",1.28,37592.32,61440.0,23040.0
826,UNITED KINGDOMS,UK,Accountant,£,29369.0,18000.0,48000.0,"Newcastle-upon-Tyne, England: Tyne and Wear",-16%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']",1.28,37592.32,61440.0,23040.0
827,UNITED KINGDOMS,UK,Finance_Manager,£,38915.0,26000.0,59000.0,"London, England",+26%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']",1.28,49811.200000000004,75520.0,33280.0
828,UNITED KINGDOMS,UK,Finance_Manager,£,38915.0,26000.0,59000.0,"London, England: London",+24%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']",1.28,49811.200000000004,75520.0,33280.0
829,UNITED KINGDOMS,UK,Finance_Manager,£,38915.0,26000.0,59000.0,"Glasgow, Scotland: Glasgow",+10%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']",1.28,49811.200000000004,75520.0,33280.0
830,UNITED KINGDOMS,UK,Finance_Manager,£,38915.0,26000.0,59000.0,"Birmingham, England: Birmingham",+2%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']",1.28,49811.200000000004,75520.0,33280.0
831,UNITED KINGDOMS,UK,Finance_Manager,£,38915.0,26000.0,59000.0,"Manchester, England: Manchester",-4%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']",1.28,49811.200000000004,75520.0,33280.0
832,UNITED KINGDOMS,UK,Finance_Manager,£,38915.0,26000.0,59000.0,"Bristol, England: Bristol",-4%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']",1.28,49811.200000000004,75520.0,33280.0
833,UNITED KINGDOMS,UK,Finance_Manager,£,38915.0,26000.0,59000.0,"Edinburgh, Scotland: Edinburgh",-14%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']",1.28,49811.200000000004,75520.0,33280.0
834,UNITED KINGDOMS,UK,Chartered_Accountant,£,35002.0,24000.0,55000.0,"London, England: London",+26%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']",1.28,44802.56,70400.0,30720.0
